Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training295,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7,45,68
Training296,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,8.8,47,60
Training297,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,10.8,48,48
Training298,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.9,57,68
Training299,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,10,63,73
Training300,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67,7.9,50,38
Training301,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7.7,35,66
Training302,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.1,50,59
Training303,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,11.1,69,68
Training304,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,10.9,55,70
Training305,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.9,57,65
Training306,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9,64,46
Training307,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,4.4,55,68
Training308,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,4.4,64,66
Training309,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,5.9,45,44
Training310,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,8.4,51,63
Training311,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,10.1,65,61
Training312,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.2,46,66
Training313,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,7.3,52,45
Training314,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,5.3,47,62
Training315,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.7,49,45
Training316,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,8.8,51,85
Training317,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.1,68,60
Training318,Lost,Procsys,Security,India,"Procsys,Security,India",44,4.1,64,46
Training319,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,5.6,46,59
Training320,Lost,Procsys,Security,India,"Procsys,Security,India",44,10.4,56,85
Training321,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,11.3,55,57
Training322,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,6,62,65
Training323,Won,Procsys,Security,India,"Procsys,Security,India",44,12.1,50,63
Training324,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,8.8,37,56
Training325,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,5.9,68,59
Training326,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.6,50,49
Training327,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72,6.8,52,55
Training328,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,6.3,43,58
Training329,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,6.7,51,61
Training330,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.2,59,51
Training331,Won,Procsys,Security,India,"Procsys,Security,India",44,3.2,50,74
Training332,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,2.2,50,40
Training333,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,10.8,55,63
Training334,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,3.6,60,59
Training335,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.7,57,78
Training336,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.3,59,49
Training337,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,8.6,47,63
Training338,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,2.8,44,51
Training339,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4.1,63,74
Training340,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,8.5,38,72
Training341,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.9,44,59
Training342,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,9.2,61,60
Training343,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25,4.9,64,66
Training344,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.4,74,57
Training345,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7,54,47
Training346,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,4.7,52,59
Training347,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,4.2,50,65
Training348,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,5.5,79,45
Training349,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,6.9,61,67
Training350,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.5,55,49
Training351,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,5.7,35,63
Training352,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.6,66,51
Training353,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,6.6,53,66
Training354,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73,7.9,44,73
Training355,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,8.8,59,49
Training356,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,4,44,64
Training357,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.7,47,62
Training358,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.6,49,61
Training359,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.4,59,46
Training360,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,10.1,62,59
Training361,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,11.6,47,48
Training362,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,4.4,66,66
Training363,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,5.6,53,73
Training364,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,8.2,30,45
Training365,Won,Procsys,Security,India,"Procsys,Security,India",44,9.1,32,37
Training366,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,6.9,72,50
Training367,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.9,51,47
Training368,Lost,GTMSys,Clinical research,UK,"GTMSys,Clinical research,UK",23,7.4,53,59
Training369,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67,9.6,25,53
Training370,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.1,58,77
Training371,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,5.9,47,71
Training372,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,6.9,44,59
Training373,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,10.7,75,56
Training374,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.9,47,63
Training375,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,4.3,55,56
Training376,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.9,45,62
Training377,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,5.3,33,57
Training378,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,5.2,55,68
Training379,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,6.7,42,52
Training380,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,5.9,54,64
Training381,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7,46,68
Training382,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9,44,74
Training383,Lost,Procsys,Security,India,"Procsys,Security,India",44,11,56,55
Training384,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,5.8,43,55
Training385,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.5,56,69
Training386,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,10.2,49,73
Training387,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,6.9,49,45
Training388,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8,42,45
Training389,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,8.2,40,71
Training390,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,10.5,53,53
Training391,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,6.3,61,60
Training392,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,11.1,55,49
Training393,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,7.6,60,52
Training394,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67,9.2,61,72
Training395,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,11,37,49
Training396,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,9.8,50,56
Training397,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.3,44,75
Training398,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.2,48,55
Training399,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.6,53,36
Training400,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,6.1,60,59
Training401,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.3,78,65
Training402,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,4.1,51,68
Training403,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,6.6,68,56
Training404,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,6.7,54,70
Training405,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,10.8,49,60
Training406,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.2,53,60
Training407,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.8,42,42
Training408,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.4,51,55
Training409,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,6.4,60,50
Training410,Won,Procsys,Security,India,"Procsys,Security,India",44,5.6,39,67
Training411,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,6.7,37,52
Training412,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.7,48,56
Training413,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,5.4,52,69
Training414,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,14.2,35,53
Training415,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.3,47,65
Training416,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,7.8,50,57
Training417,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,7.8,68,70
Training418,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.2,66,49
Training419,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.6,67,74
Training420,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,5,50,66
Training421,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.4,50,68
Training422,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.6,62,100
Training423,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,9.5,47,53
Training424,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,5.5,54,65
Training425,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,10.6,36,54
Training426,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.9,45,70
Training427,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.4,38,50
Training428,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.8,61,50
Training429,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,8.7,62,60
Training430,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.4,49,60
Training431,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,11.2,59,63
Training432,Won,Procsys,Security,India,"Procsys,Security,India",44,4.9,51,57
Training433,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.1,42,61
Training434,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.5,66,63
Training435,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,7.1,60,60
Training436,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,7.7,39,58
Training437,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.9,60,73
Training438,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,9.4,28,49
Training439,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,11,41,46
Training440,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.7,76,55
Training441,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.3,52,44
Training442,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8.3,46,53
Training443,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8,57,63
Training444,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.7,41,57
Training445,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,9,72,56
Training446,Lost,Procsys,Security,India,"Procsys,Security,India",44,9.8,65,49
Training447,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.9,38,49
Training448,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,10.3,39,65
Training449,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,10.1,55,74
Training450,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,10.4,54,47
Training451,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,3.1,47,52
Training452,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6.5,44,59
Training453,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10,56,70
Training454,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,7.6,44,41
Training455,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.4,43,52
Training456,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7.5,41,65
Training457,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.4,58,56
Training458,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4,59,50
Training459,Lost,Procsys,Security,India,"Procsys,Security,India",44,5.9,53,54
Training460,Won,Procsys,Security,India,"Procsys,Security,India",44,8.8,68,64
Training461,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,7.5,40,52
Training462,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,4.7,37,66
Training463,Lost,Procsys,Security,India,"Procsys,Security,India",44,9,54,59
Training464,Won,Procsys,Security,UK,"Procsys,Security,UK",76,10.1,46,56
Training465,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.2,50,40
Training466,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.7,63,56
Training467,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,7.1,67,46
Training468,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.3,57,48
Training469,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.1,45,61
Training470,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.8,62,72
Training471,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.7,51,59
Training472,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.5,51,61
Training473,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.3,58,44
Training474,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,5.3,40,75
Training475,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,3.7,62,62
Training476,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.3,56,66
Training477,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,6.4,66,51
Training478,Won,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,7.4,52,75
Training479,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8,45,52
Training480,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.1,54,69
Training481,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,10.4,46,60
Training482,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,9.3,46,70
Training483,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,7.3,53,54
Training484,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,11.1,54,53
Training485,Won,Procsys,Security,India,"Procsys,Security,India",44,8.7,33,65
Training486,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.5,43,51
Training487,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,5,37,67
Training488,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,3.6,47,55
Training489,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,5.2,54,56
Training490,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,4.6,64,75
Training491,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.9,65,58
Training492,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,10.7,53,70
Training493,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,2.2,56,57
Training494,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.3,62,60
Training495,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,6,36,58
Training496,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.5,51,59
Training497,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.2,49,52
Training498,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,6,55,67
Training499,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.2,74,63
Training500,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.8,65,65
Training501,Won,Procsys,Security,India,"Procsys,Security,India",44,7.4,39,100
Training502,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.4,52,70
Training503,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,5,38,63
Training504,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,5.4,51,65
Training505,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.2,50,58
Training506,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.5,68,59
Training507,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,5.5,52,52
Training508,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.9,65,68
Training509,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,6.5,61,77
Training510,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,11.8,62,66
Training511,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,5.2,56,53
Training512,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,8.9,45,51
Training513,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.9,43,48
Training514,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.6,51,43
Training515,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,5.8,48,62
Training516,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,10.7,41,53
Training517,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,7.2,72,68
Training518,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.1,44,67
Training519,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,9.7,27,71
Training520,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10,61,47
Training521,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,10.1,63,62
Training522,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.8,53,57
Training523,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.8,48,60
Training524,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,7.4,47,71
Training525,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,8,55,67
Training526,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,6.3,47,61
Training527,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.2,57,73
Training528,Lost,Procsys,Security,India,"Procsys,Security,India",44,6.5,49,66
Training529,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,12.9,48,77
Training530,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8,55,38
Training531,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,10.6,38,58
Training532,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.7,67,58
Training533,Won,Procsys,Security,India,"Procsys,Security,India",44,8.6,42,53
Training534,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,10.1,45,54
Training535,Lost,Procsys,Security,India,"Procsys,Security,India",44,12,62,66
Training536,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.8,32,100
Training537,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.7,47,68
Training538,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.3,42,67
Training539,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,8.3,66,65
Training540,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,7.2,41,67
Training541,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,7.3,46,60
Training542,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.8,51,70
Training543,Won,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71,12.2,51,53
Training544,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.4,58,48
Training545,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.3,37,72
Training546,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,12.2,55,55
Training547,Won,Procsys,Security,India,"Procsys,Security,India",44,7.1,43,60
Training548,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.8,41,57
Training549,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,10.7,54,58
Training550,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.4,49,90
Training551,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.9,58,67
Training552,Won,Procsys,Security,India,"Procsys,Security,India",44,3.5,58,62
Training553,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,8.4,67,39
Training554,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,9.8,52,47
Training555,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,8.4,41,53
Training556,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,10.7,68,66
Training557,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4.9,44,55
Training558,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,5.8,53,64
Training559,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,11.3,48,67
Training560,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.5,35,60
Training561,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.2,60,52
Training562,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,5.3,39,66
Training563,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.3,51,62
Training564,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.3,53,36
Training565,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.7,40,46
Training566,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72,7.4,39,53
Training567,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,9.6,45,61
Training568,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,8.4,55,65
Training569,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.2,53,43
